2025-12-14,21883918
2025-12-18,10600621
2025-12-20,17401152
2025-12-21,34241796
2025-12-22,13230227
2025-12-23,3033742
2025-12-24,6768469
2025-12-29,4132
2025-12-30,11340284
2025-12-31,3511587
2026-01-03,15039604
2026-01-04,4828362
2026-01-16,5006610
2026-01-30,3724808
2026-04-16,3600551
2026-04-18,2002737
2026-04-19,9776465
2026-04-21,7312454
2026-04-29,3927
2026-05-28,4571867
2026-06-06,9226982
2026-06-19,513688
2026-07-15,4900754
2026-07-17,2209284
2026-07-22,14876859
2026-07-29,23790843
2026-08-07,4725804
2026-08-09,7700222
2026-08-10,17756503
2026-08-11,16883875
2026-08-12,6646157
2026-08-13,4362998
2026-08-14,26551493
2026-08-15,5793747
2026-08-21,5951441
