2024-01-17,7640872
2024-03-31,745555
2024-04-18,16642214
2024-04-20,16427551
2024-04-21,29264507
2024-04-24,8732258
2024-04-27,15430808
2024-04-29,9664390
2024-04-30,21417696
2024-05-03,37616954
2024-05-05,15388692
2024-05-06,33992999
2024-05-08,30301763
2024-05-09,16929671
2024-05-11,8898975
2024-05-12,37914345
2024-05-15,31559963
2024-05-17,24011582
2024-05-19,34088460
2024-05-21,14382844
2024-05-22,41050149
2024-05-25,9872304
2024-05-26,13901439
2024-12-27,3226991
2024-12-29,15037042
2024-12-31,6681598
2025-01-05,15155709
2025-01-09,15874046
2025-01-10,21559131
2025-01-13,8305917
2025-01-15,2259355
2025-03-01,19491966
2025-03-09,4878913
2025-03-15,9318205
