2024-03-06,11690206
2024-03-08,2274826
2024-03-13,11142651
2024-03-25,2226452
2024-04-05,2031815
2024-04-29,1085807
2024-05-08,1312165
2024-05-21,11454888
2024-05-26,19219401
2024-05-30,794337
2024-05-31,674720
2024-06-10,2503557
2024-06-27,3767355
2024-07-09,3644483
2024-07-27,10462199
2024-07-28,9207451
2024-08-05,2978016
2024-08-20,3596798
2024-09-02,6269793
2024-09-07,8398448
2024-09-09,1829363
2024-09-20,958486
2024-10-09,4962129
2024-10-11,6690076
2024-10-13,6858941
2024-10-15,4015588
2024-10-23,1390057
2024-10-26,7237153
2024-10-28,17354884
2024-11-05,11555127
2024-11-07,9292826
2024-11-17,13157887
2024-11-19,5042631
2024-11-21,6101737
2024-11-30,3999608
2024-12-02,13249067
2024-12-04,3933804
