2024-01-07,3450961
2024-01-10,1967663
2024-01-11,11067359
2024-01-12,6171332
2024-01-14,7444704
2024-01-15,12379773
2024-01-16,21709847
2024-01-17,13061643
2024-01-18,15563120
2024-01-24,15840912
2024-01-30,1762181
2024-01-31,8816901
2024-02-02,18049244
2024-02-06,10031258
2024-02-09,3372297
2024-02-14,7634016
2024-02-16,894557
2024-02-24,19983713
2024-02-25,17806158
2024-02-29,30002475
2024-03-01,19939972
2024-03-05,2955397
2024-03-06,29274356
2024-03-08,2864984
2024-03-10,4793483
2024-03-11,4752075
2024-03-13,18944705
2024-03-15,1959199
2024-03-17,8531886
2024-03-21,3160764
2024-03-26,2470115
2024-04-01,4681513
2024-04-03,4301389
2024-04-05,7257951
2024-04-06,12055944
2024-04-08,5842866
2024-04-22,6005478
2024-04-23,9654081
2024-04-24,11142405
2024-04-26,9815158
2024-04-29,3955131
2024-05-01,5936668
2024-05-02,6424798
2024-05-04,3067902
2024-05-07,9329262
2024-05-09,2991751
2024-05-11,17667328
2024-05-13,16975871
2024-05-14,1849919
2024-05-16,30004137
2024-05-18,7135637
2024-05-20,10948265
2024-05-21,15395522
2024-05-23,7172001
2024-05-25,12614929
2024-05-26,17869046
2024-06-04,8849282
2024-06-10,10119568
2024-06-13,1857376
2024-06-15,2503784
2024-07-03,3955236
2024-07-04,6683091
2024-07-05,1898076
2024-07-25,19826442
2024-07-29,11635639
2024-08-05,13027754
2024-08-22,4736187
2024-08-27,28324393
2024-09-02,7652621
2024-09-03,11482517
2024-09-05,21611104
2024-09-06,6058181
2024-09-09,11975175
2024-09-10,11933318
2024-09-11,14551553
2024-09-12,12662177
2024-09-13,13026150
2024-09-14,6169659
2024-09-17,3549435
2024-09-21,2582149
2024-09-24,19887929
2024-09-25,21611050
2024-09-26,19918258
2024-09-29,4389480
2024-09-30,16407399
2024-10-01,22569469
2024-10-02,10758199
2024-10-04,8871479
2024-10-10,6495290
2024-10-12,3323095
2024-10-13,4342901
2024-10-14,6087787
2024-10-15,19662957
2024-10-17,11148309
2024-10-19,1956928
2024-10-20,17130139
2024-10-23,17669921
2024-10-24,14983604
2024-10-25,20253836
