2023-12-21,11600665
2023-12-22,31145248
2023-12-23,27144170
2023-12-24,14190493
2023-12-25,11452896
2023-12-26,17712923
2023-12-27,36865098
2023-12-29,10630876
2023-12-30,11842742
2023-12-31,24184606
2024-01-01,4228553
2024-01-03,5863172
2024-01-04,3139585
2024-01-06,3498431
2024-01-07,13188869
2024-01-08,11982718
2024-01-10,17061620
2024-01-11,19672907
2024-01-12,10418443
2024-01-13,17753492
2024-01-14,17152153
2024-01-15,17758319
2024-01-16,22022096
2024-01-17,25544976
2024-01-18,39034847
2024-01-19,17897348
2024-01-20,13512746
2024-01-21,4423368
2024-01-22,28195810
2024-01-24,33850894
2024-01-25,26114590
2024-01-27,17024564
2024-01-28,14749793
2024-01-29,11452637
2024-01-30,0
2024-01-31,8847643
2024-02-01,9347584
2024-02-02,31519613
2024-02-03,36184527
2024-02-04,24190842
2024-02-05,27297271
2024-02-09,5665574
2024-02-11,16511721
2024-02-12,29156364
2024-02-13,14685437
2024-02-14,33484672
2024-02-15,0
2024-02-17,3367840
2024-02-18,11492790
2024-02-21,17107674
2024-02-22,0
2024-02-23,650468
2024-02-24,8990970
2024-02-25,17785216
2024-02-26,8595698
2024-02-27,0
2024-02-28,29887618
2024-02-29,3360619
2024-03-01,29612397
2024-03-03,10352652
2024-03-04,2346102
2024-03-05,11466420
2024-03-06,27707171
2024-03-07,4149
2024-03-08,7547004
2024-03-09,26525921
2024-03-10,20976825
2024-03-12,36013475
2024-03-13,18857761
2024-03-15,3851828
2024-03-17,2433748
2024-03-18,28883559
2024-03-19,11077566
2024-03-20,1321729
2024-03-21,7714293
