2025-09-06,14646876
2025-09-07,10988241
2025-09-09,3177287
2025-09-11,14354293
2025-09-12,15122221
2025-09-13,11507728
2025-09-14,26075961
2025-09-15,12613414
2025-09-16,6050700
2025-09-19,16709387
2025-09-21,6122783
2025-09-23,14313970
2025-09-25,10754819
2025-09-26,6901879
2025-09-27,17525668
2025-09-30,7293188
2025-10-03,9055726
2025-10-04,18024020
2025-10-07,789829
2025-10-14,6191344
2025-10-15,1384846
2025-10-17,14811656
2025-10-18,21628698
2025-10-19,26334071
2025-10-21,10671106
2025-10-25,6849412
2025-10-26,26346943
2025-10-28,8570615
2025-11-02,23802623
2025-11-08,7236519
2025-11-09,18866374
2025-11-22,24107522
2025-11-23,34341263
2025-11-24,16957977
2025-11-28,5522497
2025-12-04,9865906
2025-12-05,22983678
2025-12-06,42121729
2025-12-07,37532973
2025-12-11,6551
2025-12-13,15699394
2025-12-15,14083590
2026-01-07,13031411
2026-01-09,9075416
2026-01-14,16199143
2026-01-18,29854983
